Target,Default,Actual,Comments
8192,14,8192,"config(18B1698A6180)# 
config(18B1698A6180)# diag show multicore
MultiCore Utilization (%)
Core  0:  15
Core  1:  72
Core  2:  58
Core  3:  15
Core  4:  13
Core  5:  12
Core  6:  11
Core  7:  11
Core  8:  71
Core  9:  58
Core 10:  15
Core 11:  13
Core 12:  12
Core 13:  12
Core 14:  11
Core 15:  69
Core 16:  64
Core 17:  53
Core 18:  33
Core 19:  16
Core 20:  14
Core 21:  14
Core 22:  13
Core 23:  13
Core 24:  67
Core 25:  57
Core 26:  36
Core 27:  16
Core 28:  14
Core 29:  14
Core 30:  13
Core 31:  13
config(18B1698A6180)# "
